date,temperature,humidity,rainfall,wind_speed,day_type,month_name,consumption
2018-02-17,30.602040635334326,55.40968850662803,0.0,12.92814750456178,Weekday,February,99.65551728091206
2018-02-18,31.40130838029839,78.849211960784,5.0,9.167269588526123,Weekend,February,86.50327990050472
2018-02-19,20.545633665765813,71.29610813363755,0.0,10.574146397681051,Weekend,February,113.06686699065256
2018-02-20,44.08753883293676,57.95660438442938,0.0,0.6875371670345043,Weekday,February,86.11526705554898
2018-02-21,38.253984700833435,61.3243383321141,0.0,12.779260439465691,Weekday,February,97.26394313305708
2018-02-22,43.18496824692568,55.5852382841396,0.0,1.6289442578231839,Weekday,February,84.98537243413386
2018-02-23,41.844820512829465,40.828391592317445,0.1,8.700291886804468,Weekday,February,82.91756474423472
2018-02-24,32.93699936433255,59.55153950013113,5.0,5.8531019533481565,Weekday,February,101.35878867702259
2018-02-25,42.6562270506935,68.22197114350635,5.0,10.908559004234261,Weekend,February,74.16620887649485
2018-02-26,17.654775061557586,81.13260411025654,0.1,2.6683267104641417,Weekend,February,126.47773437680952
2018-02-27,20.879485872574357,64.54039477854737,0.0,13.832868039466364,Weekend,February,108.43429388789035
2018-02-28,16.35681866731614,73.27850759302106,0.0,15.900230738569407,Weekday,February,135.10690892942912
2018-03-01,24.759909922897933,31.20501444682011,10.0,3.26708899486313,Weekend,March,96.99768132530883
2018-03-02,26.660318690684463,52.309023209385295,0.0,2.086261747037643,Weekend,March,103.70375561460719
2018-03-03,23.140470953216877,20.653213387896532,0.1,2.910309655747183,Weekday,March,105.9175869803868
2018-03-04,39.86212527455788,37.26752051651361,0.1,17.542551237970034,Weekday,March,97.50761941556249
2018-03-05,25.70259980080768,70.85232005791033,0.0,10.563785235127124,Weekend,March,92.75237444517863
2018-03-06,23.428035290621423,89.42669659445544,20.0,9.345219920150052,Weekday,March,132.51669539480076
2018-03-07,31.280882494747456,26.942466971105112,0.0,2.1342363820470855,Weekday,March,90.10853803544607
2018-03-08,19.22772674924288,48.10460211029017,0.0,12.991120135139235,Weekday,March,120.99738995586672
2018-03-09,39.06590942262119,76.00496780894116,0.0,17.3599918379018,Weekday,March,81.54391367433189
2018-03-10,17.236519310393124,34.28249442402292,0.0,16.563717386469058,Weekday,March,131.00514237890746
2018-03-11,44.60660809801552,58.85594645116004,0.0,12.521094179616025,Weekend,March,69.97198308252854
2018-03-12,38.16734307889972,71.31499072207723,0.0,1.5055743330334725,Weekday,March,98.39618502686065
2018-03-13,20.961470446025174,63.118981518212536,0.1,2.2479405435202593,Weekday,March,123.70520761160306
2018-03-14,15.165663513708072,33.16173142307913,5.0,0.9861797421964935,Weekday,March,121.36824425310535
2018-03-15,39.463842853645026,44.87691980800176,0.0,5.149584329849386,Weekday,March,78.86977474966591
2018-03-16,36.205720315428515,74.8654249139778,0.0,2.713229343207555,Weekday,March,99.38284334389272
2018-03-17,36.87021504122962,58.79585598924116,5.0,5.200960805048678,Weekday,March,68.8425649851157
2018-03-18,38.13811040057837,20.366072948003893,0.0,7.701161114379234,Weekday,March,83.562929758999
2018-03-19,17.221339552022712,73.26935320196657,0.0,18.859655681422712,Weekday,March,156.8000550033752
2018-03-20,25.753971856328178,22.471794845816735,0.0,12.207521195633841,Weekday,March,105.03694521062343
2018-03-21,18.47607178575389,72.20136479118625,0.0,16.699475713659247,Weekday,March,126.89899962377035
2018-03-22,40.89310277626781,34.173639211566616,0.0,14.207030014246644,Weekday,March,71.85353366414168
2018-03-23,33.69894380482674,87.06514360835662,10.0,2.250062610532635,Weekday,March,110.7970789821952
2018-03-24,24.926940745579476,45.75585259114591,0.0,14.718408127478977,Weekend,March,96.28998765303365
2018-03-25,16.90675050858071,42.88521314366554,0.0,5.501977631182489,Weekday,March,132.73881563933
2018-03-26,24.329469651469864,30.422163523271127,0.0,12.782156939894127,Weekday,March,103.72630258273917
2018-03-27,24.75549966080241,41.39229508431504,0.0,6.8192394728597705,Weekday,March,125.04852386993305
2018-03-28,36.888185350141924,81.36555332797404,0.0,19.953445265293183,Weekday,March,112.49925665833024
2018-03-29,34.12672414065639,89.7434036339073,0.1,5.271029589935557,Weekend,March,90.36787612945
2018-03-30,41.616382277289794,45.78166713547938,0.1,5.582609415485393,Weekday,March,74.69149721867623
2018-03-31,29.16644775485848,51.40274416681798,0.0,18.613445111247966,Weekday,March,101.86423912154504
2018-04-01,18.58782737814905,70.54496567419159,5.0,0.4928880927264534,Weekday,April,128.89817168832198
2018-04-02,36.39734361668985,82.03370463255521,0.1,13.933779757463938,Weekday,April,87.3411337057801
2018-04-03,37.82355145850693,61.51310339307489,0.1,14.506527814717563,Weekend,April,66.9342212581651
2018-04-04,31.83831592708489,47.40679887244805,0.0,16.727571548207987,Weekday,April,108.04298352304419
2018-04-05,38.12901539863683,48.88352885940366,0.0,19.488786212769508,Weekday,April,94.3048980025891
2018-04-06,29.81386789093172,68.69327025477648,0.0,19.51203838313305,Weekday,April,116.70545243634221
2018-04-07,30.681984881459822,20.22527845229951,0.0,1.3055351513292779,Weekday,April,89.00983010336691
2018-04-08,27.826230550756488,63.371253622188846,0.0,16.43678645505805,Weekend,April,117.27903268504062
2018-04-09,15.762573802322855,44.884510730895016,0.0,12.926198673147626,Weekday,April,126.71551584787713
2018-04-10,18.236742809799132,75.59381318939589,5.0,12.946842687461825,Weekday,April,139.83342007621792
2018-04-11,15.942875570602027,26.509344787619252,5.0,2.566998532293896,Weekday,April,107.18083214973188
2018-04-12,34.09231233791341,61.17415868638734,5.0,13.003743328913068,Weekday,April,92.87026961511087
2018-04-13,24.4306794322898,53.668102292028664,0.0,19.649651612024957,Weekday,April,110.68086126729082
2018-04-14,30.257120734941083,64.96278681336591,0.0,18.23637139078894,Weekday,April,103.31971919391145
2018-04-15,42.22699421778279,24.539751613807784,0.0,8.78261321609701,Weekday,April,54.6529473686199
2018-04-16,22.47876687446625,60.59886511996919,0.0,0.7989594657218868,Weekday,April,125.26093506530083
2018-04-17,27.31148769106889,59.30392115716666,0.0,7.245869800004097,Weekday,April,118.454304078046
2018-04-18,37.66653415629146,59.24620660913197,0.0,16.527806232011105,Weekend,April,70.0021997789275
2018-04-19,21.863944964748676,62.24413666175184,0.0,14.029982029303321,Weekday,April,108.4719359058149
2018-04-20,17.30939729486379,67.35275560584535,0.1,9.186873111879128,Weekday,April,122.89761584308683
2018-04-21,23.69254358741304,76.34922997765389,0.0,1.1020307031766219,Weekday,April,125.47466850987189
2018-04-22,19.83663861762013,38.887450408975,0.1,8.537894556466053,Weekday,April,111.02692433836869
2018-04-23,42.890929570277194,77.75345871260434,0.0,9.38049879435767,Weekday,April,81.20352597686315
2018-04-24,39.24361138693251,54.877897758441755,0.0,18.57111065788272,Weekend,April,62.241539106640566
2018-04-25,34.002112695312704,25.39407953940318,0.0,12.821722071643189,Weekday,April,104.40686252621018
2018-04-26,41.143817705631534,24.098565047078544,0.0,6.233058333092978,Weekday,April,70.67392038448833
2018-04-27,39.110162306973436,43.39668230872425,0.0,10.506365289014427,Weekday,April,91.2958333709367
2018-04-28,20.597101766581076,74.94278839780273,0.0,1.3211061564432014,Weekday,April,131.22033132856703
2018-04-29,41.77676995469933,69.5376654318641,0.0,19.451364712994735,Weekday,April,81.88895917050986
2018-04-30,31.18026725746952,75.20304752706845,0.0,7.20119803861452,Weekend,April,94.26375649428871
2018-05-01,39.22320465492187,56.208833950912656,0.0,9.557347098262717,Weekday,May,76.1638041090522
2018-05-02,41.8827389977048,50.81392985688434,5.0,7.105679484738452,Weekday,May,71.97406945281845
2018-05-03,24.540104249155917,30.321676869439877,0.0,13.650234602324003,Weekday,May,94.93827124653508
2018-05-04,18.301557735830304,42.97349275265181,0.1,13.24464316659186,Weekday,May,110.12027263480549
2018-05-05,21.83805487625825,50.381355632171264,0.0,14.306446210582713,Weekday,May,137.30205111264837
2018-05-06,27.813233658787688,26.202030077573205,5.0,5.362864592238417,Weekday,May,100.02326535651602
2018-05-07,39.54044297767479,35.442836689784784,0.1,6.31336962328132,Weekday,May,91.20913746862645
2018-05-08,40.82191749769031,61.87577058446172,0.0,2.505024621924159,Weekday,May,73.97827360959768
2018-05-09,15.208563915935722,71.49641799674329,0.0,13.110199436922251,Weekday,May,123.51576164250412
2018-05-10,30.32241907732697,89.88432579750648,5.0,0.795942546713051,Weekday,May,101.54267747500948
2018-05-11,27.52233009446337,85.31793319404903,0.0,11.953646710469181,Weekday,May,111.33000091839101
2018-05-12,21.663234314121908,64.9795639674634,0.0,17.393917697032677,Weekday,May,121.5323998802568
2018-05-13,18.595961020010485,49.487363730585045,0.0,17.81664296579267,Weekday,May,121.14492091071462
2018-05-14,25.12845514210884,64.5324155295763,0.1,8.980755207399234,Weekday,May,106.37090468978893
2018-05-15,43.287291117375574,74.99561326561624,0.1,9.186073764261476,Weekday,May,81.80125183811136
2018-05-16,24.696087960622656,28.283533364637112,0.0,1.5393836601603472,Weekend,May,95.84674533354529
2018-05-17,30.563718652300985,48.693342278740175,0.0,13.415300508860714,Weekday,May,105.50332965453586
2018-05-18,36.090568766855334,78.7861599944932,0.0,16.42518840745691,Weekday,May,111.15903349476267
2018-05-19,25.90888807137882,46.868306635313076,0.0,4.893101092094261,Weekday,May,103.60377795274705
2018-05-20,44.15346248162882,60.03105898590306,10.0,8.426017632667293,Weekday,May,86.8571986688596
2018-05-21,43.87341884826334,61.143855260353874,0.0,16.776786735305407,Weekday,May,76.25569481585934
2018-05-22,22.553468874760924,32.91333771935476,0.0,17.54240935324576,Weekday,May,94.49387369210676
2018-05-23,29.91745517677156,45.356480915660185,0.0,4.863599605284518,Weekday,May,116.6047420251133
2018-05-24,24.026349294503092,43.415790211935246,0.1,11.011412690827285,Weekday,May,132.69740289357128
2018-05-25,23.545214831324028,21.833769597244537,0.0,3.849863012716541,Weekday,May,110.65066599704082
2018-05-26,16.106608420635983,21.693423472394866,0.0,2.037575282791131,Weekend,May,110.19265984463782
2018-05-27,33.286930019396905,78.21879305730414,0.0,18.22241002783915,Weekday,May,99.17772727675246
2018-05-28,30.080370696865845,39.11495669809687,0.0,16.410150084642183,Weekday,May,91.93426592085329
2018-05-29,16.54436253749968,56.26551363671708,0.0,15.200698036063478,Weekday,May,140.89794154749092
2018-05-30,23.359393927098346,40.910790151214115,0.0,0.9753263762628084,Weekday,May,110.38171681068582
2018-05-31,42.24797657899961,85.84754715807384,0.0,16.874575854205148,Weekday,May,102.99770896187061
2018-06-01,22.186856720009175,38.150773120604164,5.0,8.760881518107675,Weekday,June,112.42014264945455
2018-06-02,19.346846162736693,50.07597689172546,0.1,6.847902465917192,Weekday,June,117.20563380781017
2018-06-03,29.68358280832689,81.09111753392213,10.0,10.929527220507529,Weekday,June,103.94716499840553
2018-06-04,44.56951362331802,78.93534967542661,0.0,1.8270648544711166,Weekend,June,62.10441680304696
2018-06-05,22.261658145345013,33.02709924923941,10.0,15.132930987047978,Weekend,June,105.52627174814226
2018-06-06,35.16406642217636,76.18503168569973,0.0,11.648701537765918,Weekday,June,84.58244311277709
2018-06-07,37.84858845986153,52.073082071652486,0.0,3.7318019374633504,Weekday,June,76.74137286841015
2018-06-08,22.12912631977199,53.80782104597486,0.0,3.764643995380912,Weekday,June,130.1289199326592
2018-06-09,36.84649045835579,29.343598069116062,0.0,3.6849730314534845,Weekday,June,70.56460539577846
2018-06-10,26.033493981577596,25.642105962998727,0.0,1.1400477510386797,Weekday,June,109.2526930456446
2018-06-11,33.96917491780738,70.95575148816357,0.0,11.755968987433697,Weekday,June,77.71825749582615
2018-06-12,34.00589132282684,54.75228066487098,0.0,16.806963551770163,Weekend,June,97.91477197556515
2018-06-13,31.073240522242756,50.57954918306257,0.0,0.349964279747772,Weekday,June,85.32506532015779
2018-06-14,17.70869310163225,71.06557600566777,0.0,0.980092899425471,Weekday,June,122.13834916368825
2018-06-15,40.05907486767714,73.58590292937768,0.0,11.455405533738915,Weekday,June,93.76104692332227
2018-06-16,24.623401949152075,31.12357173685475,0.0,16.389913707721046,Weekend,June,97.79434896483276
2018-06-17,20.595555311995625,62.71576046343489,0.1,6.534777811372672,Weekday,June,131.5734918759873
2018-06-18,16.223254246642917,29.474785759437985,0.1,6.992287976154444,Weekday,June,108.61330094196981
2018-06-19,32.72678829564725,72.5962560220332,0.0,11.926929949935518,Weekday,June,98.45724612198006
2018-06-20,35.32693085526847,65.98686093869976,0.0,5.48425778248294,Weekend,June,77.97141447896861
2018-06-21,15.497634867835684,86.96302347584206,0.0,0.5321673215536826,Weekday,June,128.991749325557
2018-06-22,30.36279174897843,24.827061144949482,0.1,14.704570362031921,Weekend,June,87.68150943073165
2018-06-23,21.79487325593814,23.993830480587803,0.0,12.512998258829063,Weekday,June,118.03891709836802
2018-06-24,34.35518371228349,39.75309522852401,0.0,11.615119981113182,Weekday,June,84.84689909358488
2018-06-25,20.23099287014974,38.31939786151342,0.0,14.833682579836463,Weekday,June,131.26094661111625
2018-06-26,35.72813214307398,37.28851593503999,0.0,13.50461675124075,Weekday,June,76.87328828558061
2018-06-27,26.602060389016124,83.43782063647257,0.0,4.117639763566423,Weekday,June,131.81189865427993
2018-06-28,43.101899662102035,37.46823398946543,0.1,7.049620938867022,Weekend,June,65.6590614702182
2018-06-29,19.125628324379797,39.03648082900417,0.0,2.5222028335725,Weekday,June,106.22401574519155
2018-06-30,25.231990531507755,73.15787836925746,0.0,2.5971402683576206,Weekday,June,136.2986251185884
2018-07-01,18.40420563721767,51.481788971537796,0.1,13.523914927130784,Weekday,July,119.19135008511572
2018-07-02,42.74080854835688,74.36973898686269,0.1,17.172002139649965,Weekday,July,93.88048199548956
2018-07-03,41.32018060142943,24.575631029506965,0.0,19.254651677222782,Weekday,July,71.18881932528956
2018-07-04,22.73824883145467,54.1299835571369,0.0,12.566942350988889,Weekday,July,119.50690964875005
2018-07-05,34.79952138102537,22.352952012829785,0.0,3.6820264672191394,Weekday,July,91.11891064672128
2018-07-06,39.51666600603647,24.38572424187482,5.0,2.113006908978614,Weekday,July,81.74089710517953
2018-07-07,31.65602434798387,83.45062173410876,0.0,16.257019430735156,Weekend,July,93.30167219303027
2018-07-08,30.889517350680194,29.74717597823166,5.0,11.575129527199985,Weekday,July,97.46177405149507
2018-07-09,22.25556872701355,57.2694477592652,0.0,12.365700420274397,Weekend,July,112.23569536073748
2018-07-10,17.793083034176977,48.77669218204946,0.0,15.629241775094185,Weekday,July,126.18245358315333
2018-07-11,41.91647273859981,44.31403283811899,0.0,14.065544554649032,Weekday,July,72.42809903593879
2018-07-12,42.01254171489991,82.98833419810907,0.0,16.689165057121933,Weekday,July,87.98706516157537
2018-07-13,33.99304371819804,21.527637774284266,0.0,1.1242781091975695,Weekday,July,103.14761135784781
2018-07-14,25.17089373146102,66.46527803229124,0.0,14.950412734930097,Weekend,July,101.64752242562376
2018-07-15,25.476287238379825,87.43761039494854,0.0,17.01705514644191,Weekday,July,132.34458283976699
2018-07-16,36.77867036610718,59.211772842328934,10.0,5.722700849166287,Weekday,July,83.00982688131968
2018-07-17,41.913307798577314,85.57757234231643,0.0,12.808945479865057,Weekend,July,68.03350948231287
2018-07-18,41.61259272795352,23.658051550021664,0.1,6.283241276739442,Weekday,July,101.63622346022947
2018-07-19,38.396266375728715,49.31553233519129,0.0,19.15942132964908,Weekday,July,88.4023689189924
2018-07-20,34.26094938462863,38.21104536734358,0.0,0.6684714487100751,Weekday,July,93.61654945384194
2018-07-21,17.524198949851467,71.15746754865108,0.0,11.5958568766591,Weekend,July,127.25112008323441
2018-07-22,19.84886142283841,88.69079633480726,0.0,3.3300709409903018,Weekday,July,145.98251312011124
2018-07-23,41.956625655812374,37.957104371097344,5.0,14.244404103543173,Weekday,July,76.55198014588198
2018-07-24,33.1928717897877,65.79222210318521,0.0,3.5178056683732417,Weekday,July,106.51414177695207
2018-07-25,15.27591154849889,33.86683429318181,0.0,4.707665237967151,Weekend,July,104.02254440839154
2018-07-26,18.044146285980965,59.57311782001269,0.0,9.887416220915162,Weekday,July,136.6228781464864
2018-07-27,34.905053073241675,52.47527406818353,0.0,18.29669899993756,Weekday,July,88.5648704935963
2018-07-28,15.15184751538656,88.0403730742076,0.0,4.234287442959417,Weekday,July,147.8258417134079
2018-07-29,19.82424154252496,62.59690908875266,0.1,2.8848004223620705,Weekend,July,96.97939009462893
2018-07-30,31.462013680997583,44.46544604607732,0.1,15.179536637080613,Weekend,July,91.71740237547917
2018-07-31,35.7568559307808,27.986704942155335,0.0,10.01239064667862,Weekend,July,49.463336073336706
2018-08-01,34.55883778507801,30.58727801144542,0.0,18.235702247635427,Weekday,August,82.29935312891584
2018-08-02,21.728079283816793,35.772185096586455,0.0,2.9322911431968457,Weekday,August,95.21998105234628
2018-08-03,36.36537664042608,37.567666293820864,0.0,12.918557860460787,Weekday,August,89.86991386979936
2018-08-04,22.117472624904003,79.54312404887965,0.0,4.657582923036301,Weekend,August,115.32069077661463
2018-08-05,24.76199094477803,59.28559517977674,0.0,3.135208573032786,Weekday,August,105.55382263397419
2018-08-06,37.394742153540726,56.63736379620565,0.0,13.66858830314541,Weekday,August,101.54580528212853
2018-08-07,34.48898697141644,28.033821030845225,0.0,11.873692398174665,Weekend,August,65.46550742308688
2018-08-08,40.47670231482534,80.20977853446044,0.0,15.096549167246625,Weekday,August,57.79759060578655
2018-08-09,34.7283867690103,70.59700122459387,0.0,6.189251528923647,Weekday,August,101.85867716800908
2018-08-10,32.04925810006415,24.73678533300011,0.0,8.959433127643798,Weekday,August,70.65653220563225
2018-08-11,17.810243034842774,69.5484568060838,0.0,8.10943352660837,Weekday,August,121.59395454203118
2018-08-12,26.031474091783004,58.04767521398522,0.1,19.681789279330285,Weekend,August,95.17788865123677
2018-08-13,22.956071030451763,25.720774202274477,0.0,5.844979134787758,Weekday,August,92.56415170281869
2018-08-14,22.319689301372506,52.08104490700595,0.0,5.8963447669353375,Weekday,August,111.04765900877457
2018-08-15,44.190316642573364,53.92874009910329,0.0,7.090964176572148,Weekday,August,58.74516987203536
2018-08-16,26.792931740002814,31.6042178114293,5.0,11.29188162580643,Weekday,August,102.51923371475363
2018-08-17,41.7613966553134,86.19887029001976,0.0,5.046454885274905,Weekday,August,75.04941521885725
2018-08-18,33.93415877991789,79.49827600364634,0.0,18.30579880758548,Weekday,August,101.28262922907827
2018-08-19,38.84433910624945,66.83156361303759,0.0,5.31371129732527,Weekday,August,98.98086791412447
2018-08-20,30.079112793155765,52.360689270042506,0.1,17.916314631203893,Weekday,August,108.37370889762285
2018-08-21,32.30711653879077,48.82358791091559,10.0,2.069501272931693,Weekday,August,94.21573637427734
2018-08-22,29.77553081456592,65.5681427005668,0.0,13.131254047993046,Weekday,August,95.23200799684001
2018-08-23,20.857289633941335,58.180230858483384,5.0,18.139710368764874,Weekend,August,112.33126114888816
2018-08-24,36.67356345784516,24.359117411731994,5.0,3.3749887679645907,Weekend,August,62.00341706315842
2018-08-25,23.423170873225672,55.87518541392322,5.0,19.3665392019851,Weekend,August,106.92744846474088
2018-08-26,15.729478992943616,76.44825320629877,0.0,9.057667208310233,Weekday,August,119.32266580147241
2018-08-27,34.364168877215036,52.146791431787065,0.0,18.91430216882049,Weekday,August,99.98831023846247
2018-08-28,20.31332038221147,23.636960428798787,0.0,13.53640087260094,Weekday,August,111.79661299434817
2018-08-29,43.21375753058743,75.03947395688232,0.1,6.031737397471031,Weekday,August,103.16949392598158
2018-08-30,43.617857310077625,34.09546474951821,0.0,3.7660504983421283,Weekday,August,81.05353942312748
2018-08-31,42.44593170661346,38.10345844216272,0.0,6.074700924501988,Weekday,August,77.20104348363246
2018-09-01,26.10476100766333,31.529444740260715,0.0,1.8603481852534998,Weekend,September,91.00938166967588
2018-09-02,15.463698495866023,43.115054541004824,0.1,2.8773593268665953,Weekday,September,119.71107573355275
2018-09-03,42.84955687763176,72.97260539820445,0.1,2.093208806929623,Weekday,September,90.61676081453915
2018-09-04,27.84552444951943,56.35701016527561,0.0,8.458870874831154,Weekend,September,93.92135623734671
2018-09-05,43.999644571310085,34.34168919054988,0.1,15.911567525151728,Weekday,September,78.98686394402779
2018-09-06,43.90859931267758,81.44810547064286,0.0,2.827671084326804,Weekend,September,75.62546465319055
2018-09-07,40.5902836640208,81.57072984660704,0.1,2.6064086634467176,Weekend,September,82.37062289843814
2018-09-08,23.83346676208757,80.94048975322048,0.0,12.868578990346615,Weekend,September,117.56047467147062
2018-09-09,26.552931858057757,36.71573479670775,0.0,3.9436596393613255,Weekday,September,93.71258733852123
2018-09-10,40.534100145505704,51.58675409266917,5.0,1.952200762179832,Weekday,September,69.18646349805312
2018-09-11,24.50766015468833,88.94927592986126,0.0,3.3369715641115527,Weekday,September,112.10236798594947
2018-09-12,20.084782400582775,74.04087334169932,0.1,18.47462791753552,Weekday,September,137.51766635010415
2018-09-13,31.704037873750504,21.901719485789187,0.0,16.429425055523815,Weekday,September,78.705224223051
2018-09-14,43.08464322482343,24.564321388234443,0.0,7.081291247101882,Weekday,September,57.98841288487011
2018-09-15,35.88089390024919,52.475196376863295,0.0,13.116415346547857,Weekday,September,94.35594238229203
2018-09-16,32.10183510268095,83.64541441030921,0.0,10.745513473360761,Weekday,September,103.36946287138231
2018-09-17,17.915294813123054,57.709125856689994,0.0,13.542485269651278,Weekend,September,112.68420570984134
2018-09-18,33.45021680097509,54.846875562400314,0.0,13.653423049255187,Weekend,September,79.88807937850072
2018-09-19,44.7016155031279,27.38315899696414,0.0,12.574680301199859,Weekday,September,40.55539991441997
2018-09-20,19.202520457095723,65.9746073307006,0.0,5.322027370746172,Weekday,September,116.71852602537855
2018-09-21,30.5498895709121,77.54722124201578,10.0,0.7801284152563626,Weekend,September,108.98001859960145
2018-09-22,41.32119215783867,46.62940052552936,10.0,9.111335639802176,Weekday,September,70.95245482664174
2018-09-23,37.22305853262613,74.29282956477292,0.0,17.819477693814076,Weekend,September,63.8368347440022
2018-09-24,35.910472229858044,87.51336577305682,0.1,11.389945170371519,Weekend,September,79.35312288351605
2018-09-25,36.07452251961328,34.26365213893824,0.0,16.647820834038157,Weekday,September,86.72859025000486
2018-09-26,25.784734536592655,56.63307418363189,0.0,19.832486859224563,Weekend,September,103.82079927396164
2018-09-27,23.8077553279348,40.09965706592028,0.1,3.2723240827655253,Weekday,September,106.47158033829298
2018-09-28,39.28083466435541,75.49980933236876,5.0,13.835552782839645,Weekday,September,82.19623300014948
2018-09-29,39.30340184037542,60.43153561168103,0.0,13.485871474000493,Weekday,September,70.50069714519303
2018-09-30,41.01216955740311,64.42076922852127,0.1,19.59910894716557,Weekday,September,85.98374201787023
2018-10-01,42.397216576694134,75.85399117311258,0.0,19.712014679056008,Weekend,October,81.3404683752234
2018-10-02,30.340271965828133,47.71793308637184,20.0,13.73357223448259,Weekday,October,111.52363601477373
2018-10-03,30.045488840615988,84.05630478849302,0.0,4.872295839643885,Weekday,October,99.0200401684155
2018-10-04,38.948855369003255,57.3120207072298,0.0,15.971116762611981,Weekday,October,97.95112527822431
2018-10-05,34.498917923332954,31.05683759847436,0.0,2.140582684220762,Weekend,October,74.75309456023184
